Company,Industry,Company Type,Sector,Contact,Pincode,Address,Website
Madras Institute of Technology,"Institutes - Educational , Training",Industry Top,Private Sector,"22516000, 22516002",600044,"MIT Campus, Anna University, Chromepet, Chennai Tamil Nadu , 600044",www.mitindia.edu
Madras Security Printers Pvt Ltd (MSPPL),"Paper , Publishing , Printing",Industry Top,Private Sector,25916086,600081,"72, T.H. Road,, Chennai Tamil Nadu , 600081",www.madrassecurityprinters.com
Madura Micro Finance Ltd.,BFSI,Industry Top,Private Sector,"46838989, 42116842",600020,"634, Karumuttu Centre 6th Floor, Anna Salai Nandanam, Chennai Tamil Nadu , 600020",maduramicrofinance.com
Magnum Clothing Pvt Ltd,"Garment , Textile",Industry Top,Private Sector,"43926464, 43926411",600044,"No 399/1 Brooks Estate Periya Palayathamman Koil Street, Chrompet, Chennai Tamil Nadu , 600044",www.magnumclothing.com
Mahindra Consulting Engineers Ltd (Mahindra),Consulting,Industry Top,Private Sector,"28542326, 28542325",600002,"Mahindra Towers, Ground Floor No. 17/18, Pattullous Road, Chennai Tamil Nadu , 600002",www.mahindramace.com
Maiam Global Foods Ltd,"Food , FMCG , Agriculture",Industry Top,Private Sector,43132910,600106,"CS-1, SIDCO Industrial Estate MMDA Colony Arumbakkam,, Chennai Tamil Nadu , 600106",www.maiamgroups.com
Malabar Diamond Gallery Pvt Ltd,"Gems , Jewellery , Watches",Industry Top,Private Sector,28143916,600017,"New No. 72, Old No. 169, North Usman Road Thiyagaraya Nagar, Chennai Tamil Nadu , 600017",
Malar Publications Ltd.,"Advertising , Media, Paper , Publishing , Printing",Industry Top,Private Sector,"25321061, 25321067",600084,"No 86 Periyar EVR High Road, Chennai Tamil Nadu , 600084",www.mpl.in
Malladi Drugs & Pharmaceuticals Ltd,"Pharmaceuticals , Labs",Industry Top,Private Sector,"66876900, 39876900",600016,"Door No. 9, GST Road ST Mount, Chennai Tamil Nadu , 600016",www.malladi.co.in
Mando Automotive India Pvt Ltd (Anand),"Automobile , Auto Ancillaries & Dealers",Industry Top,Private Sector,71800300,602105,"Plant â€“ I, Plot No. S1A and S5, SIPCOT Industrial Park, Vengadu Village, Pillaipakkam, Chennai Tamil Nadu , 602105",www.mandoindia.in
Manju Foundations Pvt Ltd (Manju Groups),"Construction, Infrastructure",Industry Top,Private Sector,42947777,600083,"8/57, Sapthaswara Apts, 2nd Floor, Flot No:1, J,K&L, 1st Avenue, Ashok Nagar,, Chennai Tamil Nadu , 600083",www.manjugroups.in
Maris Spinners Ltd.,"Garment , Textile",Industry Top,Private Sector,"28115910, 28115912",600086,"No.11, Cathedral Road, Chennai Tamil Nadu , 600086",www.maris.co.in
Matrimony.com Ltd ( BharatMatrimony.com ),E -Commerce,Industry Top,Private Sector,,600028,"94, TVH Beliciaa Towers Tower II, 10th Floor, MRC Nagar, Mandaveli, Chennai Tamil Nadu , 600028",www.matrimony.com
Matrix Business Services India Pvt Ltd,"ITES - BPO , KPO , LPO , MT",Industry Top,Private Sector,40107200,600017,"No-17, Arulambal Street, T Nagar, Chennai Tamil Nadu , 600017",www.matrixbsindia.com
Matrix Labs Ltd,"Pharmaceuticals , Labs",Industry Top,Private Sector,,600077,"Plot No 31 & 32, Sri Sai Building, Rajeev Nagar Lakshmikanthammal Street, Vanagaram, Chennai Tamil Nadu , 600077",www.matrixlabs.in
Matrix Stampi Ltd (Chemcrown),"Leather , Accessories",Industry Top,Private Sector,"28361048, 28362047",600010,"2B, 2C Ankur Manor,271 (New No. 182) Poonamallee High Road ,Kilpauk, Chennai Tamil Nadu , 600010",www.chemcrown.net
Maveric Systems Ltd,Information Technology (IT),Industry Top,Private Sector,"43442500, 28207690",600032,"Lords Tower, Block 1, 2nd Floor, Plot No. 1 & 2 NP Jawaharlal Nehru Road, Thiru Vi Ka Industrial Estate, Ekkaduthanga, Chennai Tamil Nadu , 600032",www.maveric-systems.com
Maxis Construction Pvt Ltd,"Construction, Infrastructure",Industry Top,Private Sector,26287474,600040,"AA53, Anna Nagar, Chennai Tamil Nadu , 600040",www.maxisconstruction.com
Maya Appliances Pvt Ltd (Vidiem),"Consumer Durables, Home Appliances",Industry Top,Private Sector,"66139833, 66139939",600097,"No:3/140,Old Mahabalipuram Road, Oggiam Thoraipakkam,, Chennai Tamil Nadu , 600097",vidiem.in
Maya Motorcycles Pvt Ltd,"Automobile , Auto Ancillaries & Dealers",Industry Top,Private Sector,,600020,"79, L.B. Road, Adyar, Chennai Tamil Nadu , 600020",
MBM Engineering Infotech Ltd,Engineering,Industry Top,Private Sector,25359794,600001,"50, Armenian Street,, Chennai Tamil Nadu , 600001",
Mcintellect Solutions Pvt Ltd,Information Technology (IT),Industry Top,Private Sector,,600032,"Olympia Tech Park, Level, Chennai Tamil Nadu , 600032",www.mcintellect.com
Medall Healthcare Pvt Ltd (Medall),"Hospitals , Healthcare",Industry Top,Private Sector,"49087768, 49087769",600032,"67, TNPL Building, II Floor, Mount Road Guindy, Chennai Tamil Nadu , 600032",www.medall.in
Medi Sales India Pvt Ltd,"Pharmaceuticals , Labs",Industry Top,Private Sector,40471555,600010,"No:25/12, Chennal Road, Kilpauk,, Chennai Tamil Nadu , 600010",medisalesindia.com
Mediaone Global Entertainment Ltd (S Lad),"Advertising , Media",Industry Top,Private Sector,,600017,"No:59 Vijayaraghava Road T.Nagar, Chennai Tamil Nadu , 600017",www.mediaoneglobal.in
Medopharm Pvt Ltd,"Pharmaceuticals , Labs",Industry Top,Private Sector,40149999,600024,"25,Puliyur 2'nd Main Road Trustpuram, Kodambakkam, Chennai Tamil Nadu , 600024",www.medopharm.com
Medsmart Logistics Pvt Ltd,"Pharmaceuticals , Labs",Industry Top,Private Sector,22350612,600032,"93 & 94, Mount Road, Guindy,, Chennai Tamil Nadu , 600032",ihxindia.com
Meenakshi Academy of Higher Education and Research,"Institutes - Educational , Training",Industry Top,Private Sector,"23643955, 23643956",600078,"No. 12, Vembuli Amman Koil Street West K.K. Nagar, Chennai Tamil Nadu , 600078",www.maher.ac.in
Meenakshi Group Of Institutions,"Institutes - Educational , Training",Industry Top,Private Sector,23643955,600078,"No. 12, Vembuli Amman Koil Street West K.K. Nagar, Chennai Tamil Nadu , 600078",
Meenakshi India Ltd,"Garment , Textile",Industry Top,Private Sector,42636795,600058,"29/16 Whites Road,3rd Floor,Royapettah, Chennai Tamil Nadu , 600058",www.milgroup.net
Mega TV,"Advertising , Media",Industry Top,Private Sector,24421888,600020,"24, 6th Main Road,Kasthuriba Nagar, Adyar, Chennai Tamil Nadu , 600020",
Mel Systems And Services Ltd (Murugappa Group),Information Technology (IT),Industry Top,Private Sector,"24961903, 24961904",600096,"Plot 173, Developed Plots Estate Perungudi, Chennai Tamil Nadu , 600096",www.melssindia.com
Melcan Food Ventures Pvt Ltd (MilkyWay),"Food , FMCG , Agriculture",Industry Top,Private Sector,,600105,"G-7, Wellingdon Estate 24, Commander-in-Chief Road, Egmore, Chennai Tamil Nadu , 600105",www.mwindia.com
Melmaruvathur Adhiparasakthi Institute of Medical Sciences & Research,"Institutes - Educational , Training",Industry Top,Private Sector,27528304,603319,"Melmaruvathur, Kancheepuram District, Chennai Tamil Nadu , 603319",www.mapims.org
Meridian Global Ventures Pvt Ltd,"Garment , Textile",Industry Top,Private Sector,,600018,"MERIDIAN HOUSE 121 / 3 TTK Road Manickam Avenue, Chennai Tamil Nadu , 600018",
Metals & Metal Electric Pvt Ltd,"Electrical , Electronics",Industry Top,Private Sector,25367630,600001,"136/1, Govindappa Naicken Street, Parrys,, Chennai Tamil Nadu , 600001",www.metalsandmetal.com
Metecno India Pvt Ltd,"Construction, Infrastructure",Industry Top,Private Sector,45608800,600029,"138/30 2nd floor, Florida Towers, Nelson Manickam Road,, Chennai Tamil Nadu , 600029",www.metecno.in
MGM Beach Resort,Hotels & Restaurants,Industry Top,Private Sector,,603112,"East Coast Road, Muttukadu, Chennai Tamil Nadu , 603112",mgm-hotels.com
MGM Eastwoods Resort,Hotels & Restaurants,Industry Top,Private Sector,28471999,600115,"1/240, East Coast Resort , Injambakkam, Chennai Tamil Nadu , 600115",www.mgm-hotels.com
MGM Group of Companies,"Courier , Logistics , Supply Chain ,Packaging , Transport, Food , FMCG , Agriculture",Industry Top,Private Sector,"28475415, 28375416",600004,"No.1, 9th Street, Dr. Radhakrishnan Salai, Mylapore, Chennai Tamil Nadu , 600004",www.mgm-india.com
Mi Lifestyle Global Marketing Pvt Ltd,E -Commerce,Industry Top,Private Sector,28542877,600017,"No 25, 2nd Floor, Lanco House, Chennai Tamil Nadu , 600017",www.milifestylemarketing.com
Micro CNC Technologies Pvt Ltd,Engineering,Industry Top,Private Sector,,600098,"No. 15-D, Sidco Industrial Estate, Ambattur, Tiny Sector, Sidco Industrial Estate, Chennai Tamil Nadu , 600098",www.microcnc.co.in
Microsense Pvt Ltd,"Telecommunication , Mobile",Industry Top,Private Sector,43542718,600032,"5C, I Main Road, Kalaimagal Nagar, Ekkattuthangal, Chennai Tamil Nadu , 600032",www.microsensenetworks.com
Miot International Hospitals,"Hospitals , Healthcare",Industry Top,Private Sector,42002288,600089,"4/112, Mount Poonamalle Road, Manapakkam, Chennai Tamil Nadu , 600089",www.miotinternational.com
MM Pharma,"Pharmaceuticals , Labs",Industry Top,Private Sector,"26267518, 26201578",600040,"AE-75, 3rd Street, Anna Nagar, Chennai Tamil Nadu , 600040",mmpharma.org.in
MMC Infotech Services Pvt Ltd,"ITES - BPO , KPO , LPO , MT",Industry Top,Private Sector,24611788,600002,"Old No 738 New No 204 Khivraj Mansion , 2th Flr, Above Yamaha Showroom Anna Salai, Mount Road, Chennai Tamil Nadu , 600002",www.mmcinfotech.com
MMG Impex,"Wood , Plastic Furniture , Fixtures , Fittings",Industry Top,Private Sector,,600047,"1st Main Rd, Kadaperi, Tambaram,, Chennai Tamil Nadu , 600047",
Mobius Knowledge Services Pvt Ltd,Information Technology (IT),Industry Top,Private Sector,66005800,600063,"Shriram The Gateway A1, First Floor, No 16, GST Road,, Chennai Tamil Nadu , 600063",www.mobiusservices.com
Mohamed Sathak College of Arts and Science (Sathak Trust),"Institutes - Educational , Training",Industry Top,Private Sector,"24501578, 24502576",600119,"13, Medabakkam Road,Shollinganallur, Chennai Tamil Nadu , 600119",www.sathaktrust.org
Mohan Breweries & Distilleries Ltd ( Binny Ltd ),"Food , FMCG , Agriculture",Industry Top,Private Sector,"28291288, 28520054",600006,"T R Sundaram Avanue, Palace 1 3rd Floor Thousand Lights, Chennai Tamil Nadu , 600006",www.mbdl.co.in
Mohan Mutha Exports Pvt Ltd,"Export , Import Houses, Wood , Plastic Furniture , Fixtures , Fittings",Industry Top,Private Sector,43444666,600084,"SIYAT HOUSE, 961, Poonamallee High Road Purasawakkam, Chennai Tamil Nadu , 600084",www.mmexports.com
Mohan Mutha Group of Companies,"Construction, Infrastructure, Courier , Logistics , Supply Chain ,Packaging , Transport, Export , Import Houses, Pharmaceuticals , Labs, Power , Energy",Industry Top,Private Sector,43999800,600084,"Siyat House 2nd Floor No. 961 Poonamallee High Road, Chennai Tamil Nadu , 600084",www.mminfra.co.in
Mohan Mutha Polytech Pvt Ltd,"Food , FMCG , Agriculture",Industry Top,Private Sector,43444666,600084,"961 Siyat House Poonamallee High Road Purasawalkam, Chennai Tamil Nadu , 600084",www.mmpolytech.com
Mohana Motors,"Automobile , Auto Ancillaries & Dealers",Industry Top,Private Sector,,600042,"No-131/137, Velachery By Pass Road Velachery, Chennai Tamil Nadu , 600042",mohanamotorshero.heromotocorpdealers.com
Mohanlal Jewellers Pvt Ltd,"Gems , Jewellery , Watches",Industry Top,Private Sector,,600001,"121, N.S.C Bose Road, Sowcarpet,, Chennai Tamil Nadu , 600001",www.mohanlaljewellers.in
Mohib Shoes Pvt Ltd,Retail,Industry Top,Private Sector,,600007,"No 18, Sami Street, Periamet, Chennai Tamil Nadu , 600007",
Monotech Systems Ltd,"Paper , Publishing , Printing",Industry Top,Private Sector,28157928,600017,"III Floor, City Centre, No. 66, Thirumalai Road T Nagar, Chennai Tamil Nadu , 600017",www.monotech.in
MOP Vaishnav College for Women,"Institutes - Educational , Training",Industry Top,Private Sector,"28330262, 28330507",600034,"20, IV Lane , Nungambakkam High Road, Chennai Tamil Nadu , 600034",www.mopvc.edu.in
Morf India Pvt Ltd,Engineering,Industry Top,Private Sector,"42123036, 45456666",600033,"New No 25, Nagathamman Koil Street, West Mambalam, Adyar,, Chennai Tamil Nadu , 600033",www.morfindia.com
Move Offshore Call Center Pvt Ltd,"ITES - BPO , KPO , LPO , MT",Industry Top,Private Sector,42118706,600015,"#2, 1st floor, Muthaiyalu Street Little Mount, Saidapet, Chennai Tamil Nadu , 600015",www.move-offshore.com
MRF Corp Ltd,Chemical,Industry Top,Private Sector,"28550298, 28521779",600002,"Tarapore Towers, V Floor, 826, Anna Salai, Chennai Tamil Nadu , 600002",www.mrfpaints.com
MRP-MDI Rubber Solutions Pvt Ltd,Chemical,Industry Top,Private Sector,27660029,602003,"DP-114, SIDCO Industrial Estate, Kakkalur, Chennai Tamil Nadu , 602003",mrp-mdi.com
MSME Technology Development Centre (Central Footwear Training Institute),"Institutes - Educational , Training",Industry Top,Govt Sector,22501529,600032,"65/1, GST Road, Guindy, Chennai Tamil Nadu , 600032",www.cftichennai.in
Mtandt Rentals Ltd,"Construction, Infrastructure, Petroleum , Oil , Gas , Refineries, Security , Safety , Facility Management, Iron & Steel, Capital Goods , Machines",Industry Top,Private Sector,42632500,600013,"17/8, West Mada Church Road Royapuram, Chennai Tamil Nadu , 600013",www.mtandt.com
Multivista Global Pvt Ltd,"Paper , Publishing , Printing, Engineering",Industry Top,Private Sector,"24350156, 40030401",600018,"Rajam Towers, 3rd Floor 45 Kavignar Bharathidasan Road, Teynampet, Chennai Tamil Nadu , 600018",www.multivistaglobal.com
Mundhra Bullion Pvt Ltd,"Mineral , Metal , Mining",Industry Top,Private Sector,25386182,600079,"20, Thulasingam Street, Sowcarpet,, Chennai Tamil Nadu , 600079",
Mundhra Jewellers,"Gems , Jewellery , Watches",Industry Top,Private Sector,42122829,600001,"20, Thulasingam Street, Sowcarpet, Chennai Tamil Nadu , 600001",www.mundhrajewellers.com
Murugappa Morgan Thermal Ceramics Ltd (Murugappa Group),"Cement , Marble , Stone etc",Industry Top,Private Sector,"25345986, 25306875",600001,"P.O. Box 1570 Dare House Complex (Old No. 234) New No. 2, N.S.C. Bose Road, Chennai Tamil Nadu , 600001",www.morganthermalceramics.com
NAC Jewellers Pvt Ltd,"Gems , Jewellery , Watches",Industry Top,Private Sector,"43996666, 43996667",600018,"Old no 45 new no 26, KB Dasan Rd, Teynampet,, Chennai Tamil Nadu , 600018",www.nacjewellers.com
NADI Airtechnics Pvt Ltd,"Electrical , Electronics",Industry Top,Private Sector,25532419,600060,"Gate no.3, Door no.57-58, Thattanmkulam Road, Madhavaram, Chennai Tamil Nadu , 600060",www.nadiindia.com
Nagman Instruments & Electronics Pvt Ltd,"Electrical , Electronics",Industry Top,Private Sector,66777033,600123,"Nagman Complex Block A Chennai , Chennai Tamil Nadu , 600123",www.nagman.com
Nalli Silk Sarees Pvt Ltd,"Retail, Garment , Textile",Industry Top,Private Sector,"24327212, 24344115",600017,"No,9 Nageswaran Road, T.Nagar, Chennai Tamil Nadu , 600017",www.nalli.com
Nalli Trust,"Garment , Textile",Industry Top,Private Sector,24341444,600017,"No,9 Nageswaran Road, T.Nagar, Chennai Tamil Nadu , 600017",www.nalli.com
Nandyala Satyanarayana,"Export , Import Houses",Industry Top,Private Sector,,600001,"Plot No. 2, 2nd Floor, Moore Street,, Chennai Tamil Nadu , 600001",
Naps India Shoes Pvt Ltd,"Leather , Accessories",Industry Top,Private Sector,,600003,"14/2 (69/2), Ground Floor, Perianna Maistry Street, Periamet,, Chennai Tamil Nadu , 600003",
Natesan Synchrocones Pvt Ltd,"Automobile , Auto Ancillaries & Dealers",Industry Top,Private Sector,23450823,600016,"54/4, Paul Wels Road Sripuram Colony, St. Thomas Mount, Chennai Tamil Nadu , 600016",
National Biodiversity Authority India,"Ministeries , Govt Bodies , Associations",Industry Top,Govt Sector,"22542777, 22541805",600113,"5th Floor, TICEL Bio Park, CSIR Road, Taramani, Chennai Tamil Nadu , 600113",www.nbaindia.org
National Institute for Empowerment of Persons with Multiple Disabilities (NIEPMD),"Institutes - Educational , Training, Ministeries , Govt Bodies , Associations",Industry Top,Govt Sector,27472046,603112,"East Coast Road, Kancheepuram District, Chennai Tamil Nadu , 603112",www.niepmd.tn.nic.in
National Institute of Epidemiology (ICMR),"Institutes - Educational , Training",Industry Top,Govt Sector,"26820517, 26821600",600077,"3rd Avenue, Tamil Nadu Housing Board, Ayapakkam, Ambattur, Chennai Tamil Nadu , 600077",www.nie.gov.in
"National Institute of Fashion Technology, Chennai","Institutes - Educational , Training",Industry Top,Govt Sector,22542759,600113,"NIFT Campus, ( near Tidel Park and Software Techno Rajiv Gandhi Salai, Taramani, Chennai Tamil Nadu , 600113",www.nift.ac.in
National Institute of Ocean Technology,"Institutes - Educational , Training",Industry Top,Govt Sector,66783300,600100,"NIOT Campus, Velachery – Tambaram Main Road Narayanapuram, Pallikaranai, Chennai Tamil Nadu , 600100",www.niot.res.in
National Institute of Siddha,"Institutes - Educational , Training",Industry Top,Govt Sector,"22411611, 22381314",600047,"Tambaram Sanatorium, Chennai Tamil Nadu , 600047",www.nischennai.org
National Institute of Wind Energy,"Ministeries , Govt Bodies , Associations",Industry Top,Govt Sector,22463981,600100,"Velachery , Chennai Tamil Nadu , 600100",www.niwe.res.in
National Oxygen Ltd,Chemical,Industry Top,Private Sector,28520096,600008,"1 B, First Floor, Arihant Jashn, 38 (121), Rukmani Lakshmipathy Salai, Egmore,, Chennai Tamil Nadu , 600008",www.nolgroup.com
National Plastic Technologies Ltd,Chemical,Industry Top,Private Sector,"28553533, 28553456",600008,"Thiru Complex, 2nd Floor, 44, Pantheon Road, Egmore, Chennai Tamil Nadu , 600008",www.nationalplasticsgroup.com
National Polyplast India Ltd,Chemical,Industry Top,Private Sector,"43404340, 28553456",600008,"Thiru Complex, 44 Pantheon Road, Egmore, Chennai Tamil Nadu , 600008",nationalplasticsgroup.com
Natural Products Export Corporation Ltd,"Export , Import Houses, Food , FMCG , Agriculture",Industry Top,Private Sector,,600004,"6, 3rd Street, Luz Avenue Mylapore, Chennai Tamil Nadu , 600004",www.naturalproductsindia.com
Nautilus Shipping India Pvt Ltd,"Shipping , Marine",Industry Top,Private Sector,"28471230, 46849999",600014,"2nd Floor, Sai Building, 79, Avvai Shanmugam Salai Othavadi, Royapettah,, Chennai Tamil Nadu , 600014",www.nautilusshipping.com
Navin Housing & Properties Pvt Ltd,"Construction, Infrastructure",Industry Top,Private Sector,"43207777, 23723672",600033,"Navin Triumph, 802-04,Anna Salai, Nandanam, Chennai Tamil Nadu , 600033",www.navinhousing.com
Navitas LLP (Shriram),Information Technology (IT),Industry Top,Private Sector,"45909000, 66110701",600063,"2nd Floor, Block , Chennai Tamil Nadu , 600063",www.navitas.net
Navodaya Mass Entertainments Ltd (Kishkinta),Entertainment,Industry Top,Private Sector,"22512001, 22388008",600044,"82, Varadarajapuram, Darkas Ward , Chennai Tamil Nadu , 600044",www.kishkinta.in
Nazareth Foods Pvt Ltd,"Food , FMCG , Agriculture",Industry Top,Private Sector,,600101,"No 25, Vivekanandha Street Thirumoolar Colony, Anna Nagar, Chennai Tamil Nadu , 600101",
